foaf:surname,surname,rdf:langString,what is the surname of <X>,what is the surname of <X>,,,,
foaf:thumbnail,thumbnail,Image,what is the thumbnail of <X>,what is the thumbnail of <X>,,,,
foaf:topic,A topic of some page or document.,owl:Thing,what is the topic or document. of <X>,what is the topic or document. of <X>,0.5,"omit words (""of the page"")",,
focus,focus,owl:Thing,what is the focus of <X>,what is the focus of <X>,,,http://dbpedia.org/ontology/focus,4
followedBy,followed by,owl:Thing,what is the followed by of <X>,what is <X> followed by ,0.4,,http://dbpedia.org/ontology/followedBy,3576
follows,follows,owl:Thing,what is the follows of <X>,what is the follows of <X>,,,http://dbpedia.org/ontology/follows,151
forces,forces,xsd:string,what is the forces of <X>,what is the forces of <X>,,,http://dbpedia.org/ontology/forces,9
foresterDistrict,foresterDistrict,owl:Thing,what is the foresterDistrict of <X>,what is the foresterDistrict of <X>,,,,
format,format (object),owl:Thing,what is the format (object) of <X>,what is the format (object) of <X>,,,http://dbpedia.org/ontology/format,20688
formerName,former name,rdf:langString,what is the former name of <X>,what is the former name of <X>,,,http://dbpedia.org/ontology/formerName,2953
foundedBy,founded by,Agent,what is the founded by of <X>,what is the founded by of <X>,,,http://dbpedia.org/ontology/foundedBy,1351
founder,founder,Person,what is the founder of <X>,what is the founder of <X>,,,http://dbpedia.org/ontology/founder,1
foundingDate,founding date,xsd:date,what is the founding date of <X>,what is the founding date of <X>,,,http://dbpedia.org/ontology/foundingDate,8
foundingYear,founding year,xsd:gYear,what is the founding year of <X>,what is the founding year of <X>,,,http://dbpedia.org/ontology/foundingYear,409
frequency,frequency,Frequency,what is the frequency of <X>,what is the frequency of <X>,,,http://dbpedia.org/ontology/frequency,12096
frontierLength,length of a frontier,xsd:float,what is the length of a frontier of <X>,what is the length of a frontier of <X>,,,,
fuel,fuel,owl:Thing,what is the fuel of <X>,what is the fuel of <X>,,,http://dbpedia.org/ontology/fuel,902
fuelType,fuel type,owl:Thing,what is the fuel type of <X>,what is the fuel type of <X>,,,http://dbpedia.org/ontology/fuelType,472
gameModus,Modus the game can be played in,xsd:string,what is the Modus the game can be played in of <X>,what is the Modus the game can be played in of <X>,,,,
gender,gender,owl:Thing,what is the gender of <X>,what is the gender of <X>,,,http://dbpedia.org/ontology/gender,1418209
genre,genre,Genre,what is the genre of <X>,what is the genre of <X>,,,http://dbpedia.org/ontology/genre,1
geolocDual,geolocdual,xsd:string,what is the geolocdual of <X>,what is the geolocdual of <X>,,,,
geologicPeriod,geologic period,xsd:string,what is the geologic period of <X>,what is the geologic period of <X>,,,http://dbpedia.org/ontology/geologicPeriod,99
geology,geology,xsd:string,what is the geology of <X>,what is the geology of <X>,,,http://dbpedia.org/ontology/geology,1011
governingBody,governing body,Organisation,what is the governing body of <X>,what is the governing body of <X>,,,http://dbpedia.org/ontology/governingBody,57876
governmentType,government type,GovernmentType,what is the government type of <X>,what is the government type of <X>,,,http://dbpedia.org/ontology/governmentType,5806
governor,governor,Person,what is the governor of <X>,what is the governor of <X>,,,http://dbpedia.org/ontology/governor,781
governorGeneral,governor general,Person,what is the governor general of <X>,what is the governor general of <X>,,,http://dbpedia.org/ontology/governorGeneral,1024
greekName,name in ancient Greek,xsd:string,what is the name in ancient Greek of <X>,what is the name in ancient Greek of <X>,,,http://dbpedia.org/ontology/greekName,1
greenLongDistancePisteNumber,green long distance piste number,xsd:nonNegativeInteger,what is the green long distance piste number of <X>,what is the green long distance piste number of <X>,,,,
greenSkiPisteNumber,green ski piste number,xsd:nonNegativeInteger,what is the green ski piste number of <X>,what is the green ski piste number of <X>,,,,
gridReference,grid reference,xsd:string,what is the grid reference of <X>,what is the grid reference of <X>,,,http://dbpedia.org/ontology/gridReference,2
grossDomesticProductPerPeople,gross domestic product per people,xsd:string,what is the gross domestic product per people of <X>,what is the gross domestic product per people of <X>,,,,
grossDomesticProductRank,gross domestic product rank,xsd:string,what is the gross domestic product rank of <X>,what is the gross domestic product rank of <X>,,,,
hasChannel,has channel,owl:Thing,what is the has channel of <X>,what is the has channel of <X>,,,,
hasInput,has input,owl:Thing,what is the has input of <X>,what is the has input of <X>,,,,
hasInsidePlace,has inside place,Place,what is the has inside place of <X>,what is the has inside place of <X>,,,,
hasOutsidePlace,has outside place,Place,what is the has outside place of <X>,what is the has outside place of <X>,,,,
hasSurfaceForm,undefined,xsd:string,what is the undefined of <X>,what is the undefined of <X>,,,,
hasVariant,variant or variation,owl:Thing,what is the variant or variation of <X>,what is the variant or variation of <X>,,,http://dbpedia.org/ontology/hasVariant,653
height,height,Length,what is the height of <X>,what is the height of <X>,,,http://dbpedia.org/ontology/height,8848
heritageRegister,heritage register,owl:Thing,what is the heritage register of <X>,what is the heritage register of <X>,,,,
highestAltitude,highest altitude,Altitude,what is the highest altitude of <X>,what is the highest altitude of <X>,,,,
highestMountain,highest mountain,Mountain,what is the highest mountain of <X>,what is the highest mountain of <X>,,,http://dbpedia.org/ontology/highestMountain,79
highestPlace,highest place,PopulatedPlace,what is the highest place of <X>,what is the highest place of <X>,,,http://dbpedia.org/ontology/highestPlace,250
highestPosition,highest position,geo:SpatialThing,what is the highest position of <X>,what is the highest position of <X>,,,http://dbpedia.org/ontology/highestPosition,374
highschool,highschool,School,what is the highschool of <X>,what is the highschool of <X>,,,http://dbpedia.org/ontology/highschool,19230
historicalMap,historical map,xsd:string,what is the historical map of <X>,what is the historical map of <X>,,,,
historicalName,historical name,rdf:langString,what is the historical name of <X>,what is the historical name of <X>,,,http://dbpedia.org/ontology/historicalName,2
homeArena,home arena,Arena,what is the home arena of <X>,what is the home arena of <X>,,,http://dbpedia.org/ontology/homeArena,56
homeColourHexCode,colour hex code of home jersey or its parts,xsd:string,what is the colour hex code of home jersey or its parts of <X>,what is the colour hex code of home jersey or its parts of <X>,,,,
homeStadium,home stadium,Stadium,what is the home stadium of <X>,what is the home stadium of <X>,,,http://dbpedia.org/ontology/homeStadium,144
honours,honours,owl:Thing,what is the honours of <X>,what is the honours of <X>,,,http://dbpedia.org/ontology/honours,440
humanDevelopmentIndexRank,human development index rank,xsd:string,what is the human development index rank of <X>,what is the human development index rank of <X>,,,,
imageSize,image size (px),xsd:integer,what is the image size (px) of <X>,what is the image size (px) of <X>,,,http://dbpedia.org/ontology/imageSize,132721
imdbId,IMDB id,xsd:string,what is the IMDB id of <X>,what is the IMDB id of <X>,,,http://dbpedia.org/ontology/imdbId,2257
incumbent,incumbent,Person,what is the incumbent of <X>,what is the incumbent of <X>,,,http://dbpedia.org/ontology/incumbent,7246
individualisedGnd,individualised GND number,xsd:string,what is the individualised GND number of <X>,what is the individualised GND number of <X>,,,http://dbpedia.org/ontology/individualisedGnd,229
influenced,influenced,owl:Thing,what is the influenced of <X>,what is the influenced of <X>,,,http://dbpedia.org/ontology/influenced,1003
influencedBy,influenced by,owl:Thing,what is the influenced by of <X>,what is the influenced by of <X>,,,http://dbpedia.org/ontology/influencedBy,239
information,information,xsd:string,what is the information of <X>,what is the information of <X>,,,http://dbpedia.org/ontology/information,996
informationName,information name,xsd:string,what is the information name of <X>,what is the information name of <X>,,,,
inscription,inscription,xsd:string,what is the inscription of <X>,what is the inscription of <X>,,,http://dbpedia.org/ontology/inscription,725
institution,institution,Organisation,what is the institution of <X>,what is the institution of <X>,,,http://dbpedia.org/ontology/institution,311
intercommunality,intercommunality,PopulatedPlace,what is the intercommunality of <X>,what is the intercommunality of <X>,,,http://dbpedia.org/ontology/intercommunality,20901
introduced,introduced,xsd:date,what is the introduced of <X>,what is the introduced of <X>,,,http://dbpedia.org/ontology/introduced,4690
isPartOf,is part of,owl:Thing,what is the is part of of <X>,what is the is part of of <X>,,,http://dbpedia.org/ontology/isPartOf,912054
isPartOfName,is part of (literal),xsd:string,what is the is part of (literal) of <X>,what is the is part of (literal) of <X>,,,http://dbpedia.org/ontology/isPartOfName,1614
isRouteStop,is route stop,RouteStop,what is the is route stop of <X>,what is the is route stop of <X>,,,,
isniId,ISNI Id,xsd:string,what is the ISNI Id of <X>,what is the ISNI Id of <X>,,,http://dbpedia.org/ontology/isniId,50
iso31661Code,ISO 3166-1 code,xsd:string,what is the ISO 3166-1 code of <X>,what is the ISO 3166-1 code of <X>,,,,
isoCode,iso code of a place,xsd:string,what is the iso code of a place of <X>,what is the iso code of a place of <X>,,,http://dbpedia.org/ontology/isoCode,443
jureLanguage,jure language,Language,what is the jure language of <X>,what is the jure language of <X>,,,,
jurisdiction,jurisdiction,owl:Thing,what is the jurisdiction of <X>,what is the jurisdiction of <X>,,,http://dbpedia.org/ontology/jurisdiction,2754
keyPerson,key person,Person,what is the key person of <X>,what is the key person of <X>,,,http://dbpedia.org/ontology/keyPerson,10
kinOfLanguage,kindOfLanguage,xsd:string,what is the kindOfLanguage of <X>,what is the kindOfLanguage of <X>,,,,
kindOfCoordinate,kind of coordinate,xsd:string,what is the kind of coordinate of <X>,what is the kind of coordinate of <X>,,,,
kindOfRock,kind of rock,xsd:string,what is the kind of rock of <X>,what is the kind of rock of <X>,,,,
knownFor,known for,owl:Thing,what is the known for of <X>,what is the known for of <X>,,,http://dbpedia.org/ontology/knownFor,19601
lake,vastest lake,BodyOfWater,what is the vastest lake of <X>,what is the vastest lake of <X>,,,http://dbpedia.org/ontology/lake,86
land,land,Place,what is the land of <X>,what is the land of <X>,,,http://dbpedia.org/ontology/land,54
landArea,area of a land,Area,what is the area of a land of <X>,what is the area of a land of <X>,,,http://dbpedia.org/ontology/landArea,25
landPercentage,land percentage of a place,xsd:float,what is the land percentage of a place of <X>,what is the land percentage of a place of <X>,,,,
language,language,Language,what is the language of <X>,what is the language of <X>,,,http://dbpedia.org/ontology/language,12845235
languageRegulator,language regulator or academy,Language,what is the language regulator or academy of <X>,what is the language regulator or academy of <X>,,,http://dbpedia.org/ontology/languageRegulator,233
latinName,name in latin,xsd:string,what is the name in latin of <X>,what is the name in latin of <X>,,,http://dbpedia.org/ontology/latinName,110
lawCountry,law country,xsd:string,what is the law country of <X>,what is the law country of <X>,,,,
lccnId,LCCN Id,xsd:string,what is the LCCN Id of <X>,what is the LCCN Id of <X>,,,http://dbpedia.org/ontology/lccnId,457
leader,leader,Person,what is the leader of <X>,what is the leader of <X>,,,http://dbpedia.org/ontology/leader,17141
league,league,SportsLeague,what is the league of <X>,what is the league of <X>,,,http://dbpedia.org/ontology/league,26541
length,length,Length,what is the length of <X>,what is the length of <X>,,,http://dbpedia.org/ontology/length,730642
lengthQuote,length quote,xsd:string,what is the length quote of <X>,what is the length quote of <X>,,,http://dbpedia.org/ontology/lengthQuote,1
licensee,licensee,xsd:string,what is the licensee of <X>,what is the licensee of <X>,,,http://dbpedia.org/ontology/licensee,3
lieutenant,lieutenant,Person,what is the lieutenant of <X>,what is the lieutenant of <X>,,,http://dbpedia.org/ontology/lieutenant,259
limit,limit,xsd:string,what is the limit of <X>,what is the limit of <X>,,,http://dbpedia.org/ontology/limit,142
linkedSpace,linked space,xsd:string,what is the linked space of <X>,what is the linked space of <X>,,,,
listItemOf,list item,owl:Thing,what is the list item of <X>,what is the list item of <X>,,,,
localAuthority,local authority,owl:Thing,what is the local authority of <X>,what is the local authority of <X>,,,http://dbpedia.org/ontology/localAuthority,563
locatedInArea,located in area,Place,what is the located in area of <X>,what is the located in area of <X>,,,http://dbpedia.org/ontology/locatedInArea,48899
location,location,Place,what is the location of <X>,what is the location of <X>,,,http://dbpedia.org/ontology/location,1
locationCountry,państwo,Country,what is the państwo of <X>,what is the państwo of <X>,,,http://dbpedia.org/ontology/locationCountry,8977
locationName,locationName,xsd:string,what is the locationName of <X>,what is the locationName of <X>,,,http://dbpedia.org/ontology/locationName,2
logo,logo,xsd:string,what is the logo of <X>,what is the logo of <X>,,,http://dbpedia.org/ontology/logo,116
longDistancePisteKilometre,long distance piste kilometre,Length,what is the long distance piste kilometre of <X>,what is the long distance piste kilometre of <X>,,,,
longDistancePisteNumber,long distance piste number,xsd:nonNegativeInteger,what is the long distance piste number of <X>,what is the long distance piste number of <X>,,,,
longName,longName,rdf:langString,what is the longName of <X>,what is the longName of <X>,,,http://dbpedia.org/ontology/longName,489
lowest,lowest,xsd:string,what is the lowest of <X>,what is the lowest of <X>,,,http://dbpedia.org/ontology/lowest,176
lowestAltitude,lowest altitude,Altitude,what is the lowest altitude of <X>,what is the lowest altitude of <X>,,,,
lowestMountain,lowest mountain,Mountain,what is the lowest mountain of <X>,what is the lowest mountain of <X>,,,http://dbpedia.org/ontology/lowestMountain,133
lowestPlace,lowest place,PopulatedPlace,what is the lowest place of <X>,what is the lowest place of <X>,,,http://dbpedia.org/ontology/lowestPlace,166
lowestPosition,lowest position,geo:SpatialThing,what is the lowest position of <X>,what is the lowest position of <X>,,,http://dbpedia.org/ontology/lowestPosition,101
mainInterest,main interest,owl:Thing,what is the main interest of <X>,what is the main interest of <X>,,,http://dbpedia.org/ontology/mainInterest,5
mainIsland,main island,Place,what is the main island of <X>,what is the main island of <X>,,,,
majorityFloorLeader,majority floor leader,xsd:integer,what is the majority floor leader of <X>,what is the majority floor leader of <X>,,,,
majorityLeader,majority leader,xsd:integer,what is the majority leader of <X>,what is the majority leader of <X>,,,http://dbpedia.org/ontology/majorityLeader,12
management,management,owl:Thing,what is the management of <X>,what is the management of <X>,,,http://dbpedia.org/ontology/management,1819
managementElevation,management elevation,Length,what is the management elevation of <X>,what is the management elevation of <X>,,,http://dbpedia.org/ontology/managementElevation,2
managementMountain,management mountain,Mountain,what is the management mountain of <X>,what is the management mountain of <X>,,,http://dbpedia.org/ontology/managementMountain,46
managementPlace,management place,PopulatedPlace,what is the management place of <X>,what is the management place of <X>,,,http://dbpedia.org/ontology/managementPlace,46
managementPosition,management position,geo:SpatialThing,what is the management position of <X>,what is the management position of <X>,,,http://dbpedia.org/ontology/managementPosition,34
managerYearsEndYear,manager years end year,xsd:gYear,what is the manager years end year of <X>,what is the manager years end year of <X>,,,,
managerYearsStartYear,manager years start year,xsd:gYear,what is the manager years start year of <X>,what is the manager years start year of <X>,,,,
mandate,political mandate,xsd:string,what is the political mandate of <X>,what is the political mandate of <X>,,,http://dbpedia.org/ontology/mandate,2
manufactory,manufactory,Factory,what is the manufactory of <X>,what is the manufactory of <X>,,,,
manufacturer,manufacturer,Organisation,what is the manufacturer of <X>,what is the manufacturer of <X>,,,http://dbpedia.org/ontology/manufacturer,12743
map,map,owl:Thing,what is the map of <X>,what is the map of <X>,,,http://dbpedia.org/ontology/map,6371
mapCaption,map caption,xsd:string,what is the map caption of <X>,what is the map caption of <X>,,,http://dbpedia.org/ontology/mapCaption,134701
mapDescription,map description,xsd:string,what is the map description of <X>,what is the map description of <X>,,,http://dbpedia.org/ontology/mapDescription,1
mascot,mascot,xsd:string,what is the mascot of <X>,what is the mascot of <X>,,,http://dbpedia.org/ontology/mascot,933
mass,mass,Mass,what is the mass of <X>,what is the mass of <X>,,,http://dbpedia.org/ontology/mass,177
material,material,owl:Thing,what is the material of <X>,what is the material of <X>,,,http://dbpedia.org/ontology/material,4583
max,max,xsd:nonNegativeInteger,what is the max of <X>,what is the max of <X>,,,http://dbpedia.org/ontology/max,1
maximumArea,maximum area,xsd:string,what is the maximum area of <X>,what is the maximum area of <X>,,,,
maximumAreaQuote,maximum area quote,xsd:string,what is the maximum area quote of <X>,what is the maximum area quote of <X>,,,,
maximumDepth,maximum depth,Length,what is the maximum depth of <X>,what is the maximum depth of <X>,,,http://dbpedia.org/ontology/maximumDepth,1
maximumDepthQuote,maximum depth quote,xsd:string,what is the maximum depth quote of <X>,what is the maximum depth quote of <X>,,,http://dbpedia.org/ontology/maximumDepthQuote,1
maximumDischarge,maximum discharge,FlowRate,what is the maximum discharge of <X>,what is the maximum discharge of <X>,,,http://dbpedia.org/ontology/maximumDischarge,995
maximumElevation,maximum elevation,Length,what is the maximum elevation of <X>,what is the maximum elevation of <X>,,,http://dbpedia.org/ontology/maximumElevation,38564
mayor,mayor,Mayor,what is the mayor of <X>,what is the mayor of <X>,,,http://dbpedia.org/ontology/mayor,56875
mayorArticle,mayor article,xsd:string,what is the mayor article of <X>,what is the mayor article of <X>,,,,
mayorCouncillor,mayor councillor,xsd:string,what is the mayor councillor of <X>,what is the mayor councillor of <X>,,,,
mbaId,MBA Id,xsd:string,what is the MBA Id of <X>,what is the MBA Id of <X>,,,http://dbpedia.org/ontology/mbaId,19
meaning,meaning,xsd:string,what is the meaning of <X>,what is the meaning of <X>,,,http://dbpedia.org/ontology/meaning,1979
mediaItem,media item,File,what is the media item of <X>,what is the media item of <X>,,,,
medlinePlus,MedlinePlus,xsd:string,what is the MedlinePlus of <X>,what is the MedlinePlus of <X>,,,,
meltingPoint,melting point,Temperature,what is the melting point of <X>,what is the melting point of <X>,,,http://dbpedia.org/ontology/meltingPoint,286
memberOfParliament,Member of Parliament,Person,what is the Member of Parliament of <X>,what is the Member of Parliament of <X>,,,http://dbpedia.org/ontology/memberOfParliament,8
mergerDate,merger date,xsd:date,what is the merger date of <X>,what is the merger date of <X>,,,,
militaryGovernment,military government,xsd:string,what is the military government of <X>,what is the military government of <X>,,,,
militaryUnitSize,military unit size,xsd:string,what is the military unit size of <X>,what is the military unit size of <X>,,,http://dbpedia.org/ontology/militaryUnitSize,7887
min,min,xsd:nonNegativeInteger,what is the min of <X>,what is the min of <X>,,,http://dbpedia.org/ontology/min,4
minimumArea,minimum area,xsd:string,what is the minimum area of <X>,what is the minimum area of <X>,,,,
minimumAreaQuote,minimum area quote,xsd:string,what is the minimum area quote of <X>,what is the minimum area quote of <X>,,,,
minimumDischarge,minimum discharge,FlowRate,what is the minimum discharge of <X>,what is the minimum discharge of <X>,,,http://dbpedia.org/ontology/minimumDischarge,934
minimumElevation,minimum elevation,Length,what is the minimum elevation of <X>,what is the minimum elevation of <X>,,,http://dbpedia.org/ontology/minimumElevation,37766
minister,minister,Politician,what is the minister of <X>,what is the minister of <X>,,,http://dbpedia.org/ontology/minister,3912
minorityFloorLeader,minority floor leader,xsd:integer,what is the minority floor leader of <X>,what is the minority floor leader of <X>,,,http://dbpedia.org/ontology/minorityFloorLeader,1
minorityLeader,minority leader,xsd:integer,what is the minority leader of <X>,what is the minority leader of <X>,,,http://dbpedia.org/ontology/minorityLeader,18
mission,mission,SpaceMission,what is the mission of <X>,what is the mission of <X>,,,http://dbpedia.org/ontology/mission,1886
monarch,monarch,Person,what is the monarch of <X>,what is the monarch of <X>,,,http://dbpedia.org/ontology/monarch,454
month,month,xsd:string,what is the month of <X>,what is the month of <X>,,,http://dbpedia.org/ontology/month,15546
motto,motto,xsd:string,what is the motto of <X>,what is the motto of <X>,,,http://dbpedia.org/ontology/motto,5723
mouthElevation,mouth elevation,Length,what is the mouth elevation of <X>,what is the mouth elevation of <X>,,,http://dbpedia.org/ontology/mouthElevation,178
municipality,municipality,PopulatedPlace,what is the municipality of <X>,what is the municipality of <X>,,,http://dbpedia.org/ontology/municipality,11886
municipalityCode,municipality code,xsd:string,what is the municipality code of <X>,what is the municipality code of <X>,,,http://dbpedia.org/ontology/municipalityCode,2
name,name,rdf:langString,what is the name of <X>,what is the name of <X>,,,http://dbpedia.org/ontology/name,4146581
nameAsOf,so named since,xsd:gYear,what is the so named since of <X>,what is the so named since of <X>,,,,
nameInCantoneseChinese,name in Yue Chinese,rdf:langString,what is the name in Yue Chinese of <X>,what is the name in Yue Chinese of <X>,,,,
nameInHangulKorean,name in Hangul-written Korean,rdf:langString,what is the name in Hangul-written Korean of <X>,what is the name in Hangul-written Korean of <X>,,,,
nameInHanjaKorean,name in Hanja-written (traditional) Korean,rdf:langString,what is the name in Hanja-written (traditional) Korean of <X>,what is the name in Hanja-written (traditional) Korean of <X>,,,,
nameInJapanese,name in Japanese,rdf:langString,what is the name in Japanese of <X>,what is the name in Japanese of <X>,,,,
nameInMindongyuChinese,name in Mindongyu Chinese,rdf:langString,what is the name in Mindongyu Chinese of <X>,what is the name in Mindongyu Chinese of <X>,,,,
nameInMinnanyuChinese,name in Minnanyu Chinese,rdf:langString,what is the name in Minnanyu Chinese of <X>,what is the name in Minnanyu Chinese of <X>,,,,
nameInPinyinChinese,name in Pinyin Chinese,rdf:langString,what is the name in Pinyin Chinese of <X>,what is the name in Pinyin Chinese of <X>,,,,
nameInSimplifiedChinese,name in Simplified Chinese,rdf:langString,what is the name in Simplified Chinese of <X>,what is the name in Simplified Chinese of <X>,,,,
nameInTraditionalChinese,name in Traditional Chinese,rdf:langString,what is the name in Traditional Chinese of <X>,what is the name in Traditional Chinese of <X>,,,,
nameInWadeGilesChinese,name in the Wade-Giles transscription of Chinese,rdf:langString,what is the name in the Wade-Giles transscription of Chinese of <X>,what is the name in the Wade-Giles transscription of Chinese of <X>,,,,
namedAfter,named after,owl:Thing,what is the named after of <X>,what is the named after of <X>,,,http://dbpedia.org/ontology/namedAfter,1765
namedByLanguage,named by language,Place,what is the named by language of <X>,what is the named by language of <X>,,,,
nationalTopographicSystemMapNumber,National Topographic System map number,xsd:string,what is the National Topographic System map number of <X>,what is the National Topographic System map number of <X>,,,http://dbpedia.org/ontology/nationalTopographicSystemMapNumber,5419
ndlId,NDL id,xsd:string,what is the NDL id of <X>,what is the NDL id of <X>,,,http://dbpedia.org/ontology/ndlId,23
nearestCity,nearest city,PopulatedPlace,what is the nearest city of <X>,what is the nearest city of <X>,,,http://dbpedia.org/ontology/nearestCity,959
neighbourRegion,neighbour region,xsd:string,what is the neighbour region of <X>,what is the neighbour region of <X>,,,,
newspaper,newspaper,PeriodicalLiterature,what is the newspaper of <X>,what is the newspaper of <X>,,,http://dbpedia.org/ontology/newspaper,4646
nextEntity,next entity,Place,what is the next entity of <X>,what is the next entity of <X>,,,,
nlaId,NLA Id,xsd:string,what is the NLA Id of <X>,what is the NLA Id of <X>,,,http://dbpedia.org/ontology/nlaId,27
nominee,nominee,Person,what is the nominee of <X>,what is the nominee of <X>,,,http://dbpedia.org/ontology/nominee,9256
northEastPlace,north-east place,Place,what is the north-east place of <X>,what is the north-east place of <X>,,,,
northPlace,north place,Place,what is the north place of <X>,what is the north place of <X>,,,,
northWestPlace,north-west place,Place,what is the north-west place of <X>,what is the north-west place of <X>,,,,
notableWork,notable work,Work,what is the notable work of <X>,what is the notable work of <X>,,,http://dbpedia.org/ontology/notableWork,1550
notes,notes,xsd:string,what is the notes of <X>,what is the notes of <X>,,,http://dbpedia.org/ontology/notes,102169
numberOfIsland,number of islands,xsd:string,what is the number of islands of <X>,what is the number of islands of <X>,,,,
numberOfPixels,number of pixels (millions),xsd:nonNegativeInteger,what is the number of pixels (millions) of <X>,what is the number of pixels (millions) of <X>,,,,
numberOfSports,number of sports,xsd:nonNegativeInteger,what is the number of sports of <X>,what is the number of sports of <X>,,,http://dbpedia.org/ontology/numberOfSports,2
numberOfSportsEvents,number of sports events,xsd:nonNegativeInteger,what is the number of sports events of <X>,what is the number of sports events of <X>,,,,
numberOfVisitors,number of visitors,xsd:nonNegativeInteger,what is the number of visitors of <X>,what is the number of visitors of <X>,,,http://dbpedia.org/ontology/numberOfVisitors,1532
nutsCode,NUTS code,xsd:string,what is the NUTS code of <X>,what is the NUTS code of <X>,,,http://dbpedia.org/ontology/nutsCode,86
occupation,occupation,PersonFunction,what is the occupation of <X>,what is the occupation of <X>,,,http://dbpedia.org/ontology/occupation,64447
odor,Odor,xsd:string,what is the Odor of <X>,what is the Odor of <X>,,,,
office,(political) office,xsd:string,what is the (political) office of <X>,what is the (political) office of <X>,,,http://dbpedia.org/ontology/office,3874
openingDate,opening date,xsd:date,what is the opening date of <X>,what is the opening date of <X>,,,http://dbpedia.org/ontology/openingDate,3160
openingYear,opening year,xsd:gYear,what is the opening year of <X>,what is the opening year of <X>,,,http://dbpedia.org/ontology/openingYear,541
operator,operator,owl:Thing,what is the operator of <X>,what is the operator of <X>,,,http://dbpedia.org/ontology/operator,2
orbits,orbits,xsd:integer,what is the orbits of <X>,what is the orbits of <X>,,,http://dbpedia.org/ontology/orbits,118
orcidId,ORCID Id,xsd:string,what is the ORCID Id of <X>,what is the ORCID Id of <X>,,,http://dbpedia.org/ontology/orcidId,1
orderInOffice,order in office,xsd:string,what is the order in office of <X>,what is the order in office of <X>,,,http://dbpedia.org/ontology/orderInOffice,46824
organisation,organisation,Organisation,what is the organisation of <X>,what is the organisation of <X>,,,http://dbpedia.org/ontology/organisation,1188
origin,origin,PopulatedPlace,what is the origin of <X>,what is the origin of <X>,,,http://dbpedia.org/ontology/origin,14368
originalName,original name,rdf:langString,what is the original name of <X>,what is the original name of <X>,,,http://dbpedia.org/ontology/originalName,55
originallyUsedFor,originally used for,xsd:string,what is the originally used for of <X>,what is the originally used for of <X>,,,http://dbpedia.org/ontology/originallyUsedFor,38
orogeny,orogeny,owl:Thing,what is the orogeny of <X>,what is the orogeny of <X>,,,http://dbpedia.org/ontology/orogeny,333
output,output,xsd:float,what is the output of <X>,what is the output of <X>,,,http://dbpedia.org/ontology/output,8
owl:differentFrom,An owl:differentFrom statement indicates that two URI references refer to different individuals,owl:Thing,what is the An owl:differentFrom statement indicates that two URI references refer to different individuals of <X>,what is the An owl:differentFrom statement indicates that two URI references refer to different individuals of <X>,,,,
owl:sameAs,same as,owl:Thing,what is the same as of <X>,what is the same as of <X>,,,,
owner,owner,Agent,what is the owner of <X>,what is the owner of <X>,,,http://dbpedia.org/ontology/owner,42584
owningCompany,owning company,Company,what is the owning company of <X>,what is the owning company of <X>,,,http://dbpedia.org/ontology/owningCompany,6
owningOrganisation,owning organisation,Organisation,what is the owning organisation of <X>,what is the owning organisation of <X>,,,http://dbpedia.org/ontology/owningOrganisation,13186
parentCompany,parent company,Company,what is the parent company of <X>,what is the parent company of <X>,,,http://dbpedia.org/ontology/parentCompany,436
parliament,parliament,Parliament,what is the parliament of <X>,what is the parliament of <X>,,,http://dbpedia.org/ontology/parliament,9615
parliamentType,parliament type,xsd:string,what is the parliament type of <X>,what is the parliament type of <X>,,,,
part,part,owl:Thing,what is the part of <X>,what is the part of <X>,,,http://dbpedia.org/ontology/part,5200
partialFailedLaunches,partial failed launches,xsd:nonNegativeInteger,what is the partial failed launches of <X>,what is the partial failed launches of <X>,,,http://dbpedia.org/ontology/partialFailedLaunches,76
party,party,PoliticalParty,what is the party of <X>,what is the party of <X>,,,http://dbpedia.org/ontology/party,152414
partyNumber,party number,xsd:integer,what is the party number of <X>,what is the party number of <X>,,,,
pastMember,past member,Person,what is the past member of <X>,what is the past member of <X>,,,http://dbpedia.org/ontology/pastMember,3
patronSaint,patron saint,Person,what is the patron saint of <X>,what is the patron saint of <X>,,,http://dbpedia.org/ontology/patronSaint,48
pccSecretary,pcc secretary,xsd:string,what is the pcc secretary of <X>,what is the pcc secretary of <X>,,,,
percentage,percentage,owl:Thing,what is the percentage of <X>,what is the percentage of <X>,,,http://dbpedia.org/ontology/percentage,541773
percentageOfAreaWater,percentage of area water,xsd:float,what is the percentage of area water of <X>,what is the percentage of area water of <X>,,,http://dbpedia.org/ontology/percentageOfAreaWater,10169
perimeter,perimeter,Length,what is the perimeter of <X>,what is the perimeter of <X>,,,http://dbpedia.org/ontology/perimeter,2
period,event period,owl:Thing,what is the event period of <X>,what is the event period of <X>,,,http://dbpedia.org/ontology/period,5496
picture,picture,owl:Thing,what is the picture of <X>,what is the picture of <X>,,,http://dbpedia.org/ontology/picture,2516
pictureDescription,picture description,owl:Thing,what is the picture description of <X>,what is the picture description of <X>,,,http://dbpedia.org/ontology/pictureDescription,57
picturesCommonsCategory,pictures Commons category,xsd:string,what is the pictures Commons category of <X>,what is the pictures Commons category of <X>,,,,
pisciculturalPopulation,piscicultural population,xsd:string,what is the piscicultural population of <X>,what is the piscicultural population of <X>,,,,
plant,plant,Plant,what is the plant of <X>,what is the plant of <X>,,,http://dbpedia.org/ontology/plant,170
