company,company,Organisation,,,http://dbpedia.org/ontology/company,18783,what is the company of <X>,what is the company of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/company> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/company> [] . ?a a <http://dbpedia.org/ontology/Place> }
conflict,conflict,MilitaryConflict,,,,,what is the conflict of <X>,what is the conflict of <X>,,
connotation,connotation,owl:Thing,,,http://dbpedia.org/ontology/connotation,34,what is the connotation of <X>,what is the connotation of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/connotation> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/connotation> [] . ?a a <http://dbpedia.org/ontology/Place> }
constituencyDistrict,constituency district,PopulatedPlace,0.9,,,,what is the constituency district of <X>,what is the constituency district of <X>,,
cosparId,COSPAR id,xsd:string,,,http://dbpedia.org/ontology/cosparId,1908,what is the COSPAR id of <X>,what is the COSPAR id of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/cosparId> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/cosparId> [] . ?a a <http://dbpedia.org/ontology/Place> }
cost,cost,Currency,,,http://dbpedia.org/ontology/cost,4338,what is the cost of <X>,what is the cost of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/cost> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/cost> [] . ?a a <http://dbpedia.org/ontology/Place> }
country,country,Country,0.5,,http://dbpedia.org/ontology/country,769223,what is the country of <X>,what country does <X> belong to,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/country> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/country> [] . ?a a <http://dbpedia.org/ontology/Place> }
countryCode,country code,xsd:string,,,,,what is the country code of <X>,what is the country code of <X>,,
county,county,PopulatedPlace,0.8,,http://dbpedia.org/ontology/county,9337,what is the county of <X>,what is the county of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/county> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/county> [] . ?a a <http://dbpedia.org/ontology/Place> }
courseArea,course area,Area,0.9,,,,what is the course area of <X>,what is the course area of <X>,,
cpu,CPU,owl:Thing,,,http://dbpedia.org/ontology/cpu,1680,what is the CPU of <X>,what is the CPU of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/cpu> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/cpu> [] . ?a a <http://dbpedia.org/ontology/Place> }
creationYear,year of creation,xsd:gYear,,,,,what is the year of creation of <X>,what is the year of creation of <X>,,
creator,creator (agent),Agent,0.5,what or who depends (who majorly),http://dbpedia.org/ontology/creator,27165,who is the creator (agent) of <X>,who is the creator of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/creator> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/creator> [] . ?a a <http://dbpedia.org/ontology/Place> }
crest,crest,owl:Thing,,,,,what is the crest of <X>,what is the crest of <X>,,
criteria,criteria,xsd:string,,,,,what is the criteria of <X>,what is the criteria of <X>,,
cuisine,cuisine,xsd:string,,,http://dbpedia.org/ontology/cuisine,817,what is the cuisine of <X>,what is the cuisine of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/cuisine> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/cuisine> [] . ?a a <http://dbpedia.org/ontology/Place> }
currency,currency,Currency,,,http://dbpedia.org/ontology/currency,1792,what is the currency of <X>,what is the currency of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/currency> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/currency> [] . ?a a <http://dbpedia.org/ontology/Place> }
currencyCode,currency code,xsd:string,,,,,what is the currency code of <X>,what is the currency code of <X>,,
currentCity,current city,City,,which,,,what is the current city of <X>,which city is the current city of <X>,,
currentStatus,current status,xsd:string,,,http://dbpedia.org/ontology/currentStatus,731,what is the current status of <X>,what is the current status of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/currentStatus> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/currentStatus> [] . ?a a <http://dbpedia.org/ontology/Place> }
date,date,xsd:date,,,http://dbpedia.org/ontology/date,17586,what is the date of <X>,what is the date of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/date> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/date> [] . ?a a <http://dbpedia.org/ontology/Place> }
dateAgreement,date of an agreement,xsd:date,,,,,what is the date of an agreement of <X>,what is the date of an agreement of <X>,,
dateBudget,date budget,xsd:date,,,,,what is the date budget of <X>,what is the date budget of <X>,,
dateOfAbandonment,date of abandonment,xsd:date,,,http://dbpedia.org/ontology/dateOfAbandonment,200,what is the date of abandonment of <X>,what is the date of abandonment of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/dateOfAbandonment> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/dateOfAbandonment> [] . ?a a <http://dbpedia.org/ontology/Place> }
daylightSavingTimeZone,daylight saving time zone,owl:Thing,,,http://dbpedia.org/ontology/daylightSavingTimeZone,4677,what is the daylight saving time zone of <X>,what is the daylight saving time zone of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/daylightSavingTimeZone> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/daylightSavingTimeZone> [] . ?a a <http://dbpedia.org/ontology/Place> }
dc:creator,creator (literal),xsd:string,,,http://purl.org/dc/terms/creator,1,what is the creator (literal) of <X>,what is the creator (literal) of <X>,SELECT ?x WHERE { <X> <http://purl.org/dc/terms/creator> ?x },SELECT ?a WHERE { ?a <http://purl.org/dc/terms/creator> [] . ?a a <http://dbpedia.org/ontology/Place> }
dc:identifier,identifier,xsd:string,,,,,what is the identifier of <X>,what is the identifier of <X>,,
dc:language,language (literal),xsd:string,,,http://purl.org/dc/elements/1.1/language,12845235,what is the language (literal) of <X>,what is the language (literal) of <X>,SELECT ?x WHERE { <X> <http://purl.org/dc/elements/1.1/language> ?x },SELECT ?a WHERE { ?a <http://purl.org/dc/elements/1.1/language> [] . ?a a <http://dbpedia.org/ontology/Place> }
dc:rights,rights,owl:Thing,,,http://purl.org/dc/elements/1.1/rights,2897004,what is the rights of <X>,what is the rights of <X>,SELECT ?x WHERE { <X> <http://purl.org/dc/elements/1.1/rights> ?x },SELECT ?a WHERE { ?a <http://purl.org/dc/elements/1.1/rights> [] . ?a a <http://dbpedia.org/ontology/Place> }
dc:subject,subject,owl:Thing,,,http://purl.org/dc/elements/1.1/subject,2397,what is the subject of <X>,what is the subject of <X>,SELECT ?x WHERE { <X> <http://purl.org/dc/elements/1.1/subject> ?x },SELECT ?a WHERE { ?a <http://purl.org/dc/elements/1.1/subject> [] . ?a a <http://dbpedia.org/ontology/Place> }
dc:title,title,xsd:string,,,,,what is the title of <X>,what is the title of <X>,,
dc:type,type (literal),xsd:string,,,http://purl.org/dc/elements/1.1/type,2636,what is the type (literal) of <X>,what is the type (literal) of <X>,SELECT ?x WHERE { <X> <http://purl.org/dc/elements/1.1/type> ?x },SELECT ?a WHERE { ?a <http://purl.org/dc/elements/1.1/type> [] . ?a a <http://dbpedia.org/ontology/Place> }
dct:created,Date or range when this object was created,xsd:string,,,,,what is the Date or range when this object was created of <X>,what is the Date or range when this object was created of <X>,,
dct:dateSubmitted,date submitted,xsd:date,,,,,what is the date submitted of <X>,what is the date submitted of <X>,,
dct:description,Description,rdf:langString,,,http://purl.org/dc/terms/description,1289109,what is the Description of <X>,what is the Description of <X>,SELECT ?x WHERE { <X> <http://purl.org/dc/terms/description> ?x },SELECT ?a WHERE { ?a <http://purl.org/dc/terms/description> [] . ?a a <http://dbpedia.org/ontology/Place> }
dct:extent,medium,xsd:string,,,,,what is the medium of <X>,what is the medium of <X>,,
dct:format,format (literal),xsd:string,,,,,what is the format (literal) of <X>,what is the format (literal) of <X>,,
dct:medium,medium,xsd:string,,,,,what is the medium of <X>,what is the medium of <X>,,
dct:modified,modified,xsd:date,,,http://purl.org/dc/terms/modified,1,what is the modified of <X>,what is the modified of <X>,SELECT ?x WHERE { <X> <http://purl.org/dc/terms/modified> ?x },SELECT ?a WHERE { ?a <http://purl.org/dc/terms/modified> [] . ?a a <http://dbpedia.org/ontology/Place> }
dct:spatial,spatial,owl:Thing,,,,,what is the spatial of <X>,what is the spatial of <X>,,
dct:subject,subject,owl:Thing,,,http://purl.org/dc/terms/subject,23990506,what is the subject of <X>,what is the subject of <X>,SELECT ?x WHERE { <X> <http://purl.org/dc/terms/subject> ?x },SELECT ?a WHERE { ?a <http://purl.org/dc/terms/subject> [] . ?a a <http://dbpedia.org/ontology/Place> }
dct:temporal,temporal,owl:Thing,,,,,what is the temporal of <X>,what is the temporal of <X>,,
dct:type,type,owl:Thing,,,,,what is the type of <X>,what is the type of <X>,,
deFactoLanguage,de facto language,Language,,,,,what is the de facto language of <X>,what is the de facto language of <X>,,
deliveryDate,delivery date,xsd:date,,,http://dbpedia.org/ontology/deliveryDate,34,what is the delivery date of <X>,what is the delivery date of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/deliveryDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/deliveryDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
demonym,demonym,rdf:langString,,,http://dbpedia.org/ontology/demonym,685,what is the demonym of <X>,what is the demonym of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/demonym> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/demonym> [] . ?a a <http://dbpedia.org/ontology/Place> }
density,density,Density,1,,http://dbpedia.org/ontology/density,123,what is the density of <X>,what is the density of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/density> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/density> [] . ?a a <http://dbpedia.org/ontology/Place> }
depictionDescription,depiction description (caption),rdf:langString,1,,http://dbpedia.org/ontology/depictionDescription,2710,what is the depiction description (caption) of <X>,what is the depiction description (caption) of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/depictionDescription> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/depictionDescription> [] . ?a a <http://dbpedia.org/ontology/Place> }
depth,depth,Length,,,http://dbpedia.org/ontology/depth,649,what is the depth of <X>,what is the depth of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/depth> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/depth> [] . ?a a <http://dbpedia.org/ontology/Place> }
depthQuote,depth quote,xsd:string,,,,,what is the depth quote of <X>,what is the depth quote of <X>,,
depths,depths,Depth,0.4,are instead of is,,,what is the depths of <X>,what are the depths of <X>,,
deputy,deputy,Person,1,,http://dbpedia.org/ontology/deputy,2550,who is the deputy of <X>,who is the deputy of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/deputy> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/deputy> [] . ?a a <http://dbpedia.org/ontology/Place> }
description,description,rdf:langString,1,,http://dbpedia.org/ontology/description,13291,what is the description of <X>,what is the description of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/description> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/description> [] . ?a a <http://dbpedia.org/ontology/Place> }
designCompany,designer company,Company,0.5,which,http://dbpedia.org/ontology/designCompany,1528,what is the designer company of <X>,which company is the designer of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/designCompany> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/designCompany> [] . ?a a <http://dbpedia.org/ontology/Place> }
designer,designer,Person,1,what or who depends (who majorly),http://dbpedia.org/ontology/designer,10597,who is the designer of <X>,who is the designer of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/designer> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/designer> [] . ?a a <http://dbpedia.org/ontology/Place> }
destructionDate,destruction date,xsd:date,0.5,,http://dbpedia.org/ontology/destructionDate,42,what is the destruction date of <X>,when was <X> destroyed,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/destructionDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/destructionDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
developer,developer,Agent,,,http://dbpedia.org/ontology/developer,28834,what is the developer of <X>,what is the developer of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/developer> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/developer> [] . ?a a <http://dbpedia.org/ontology/Place> }
diameter,diameter,Length,,,http://dbpedia.org/ontology/diameter,1325,what is the diameter of <X>,what is the diameter of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/diameter> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/diameter> [] . ?a a <http://dbpedia.org/ontology/Place> }
diocese,diocese,Diocese,,,,,what is the diocese of <X>,what is the diocese of <X>,,
discoverer,discoverer,Person,1,,http://dbpedia.org/ontology/discoverer,3756,who is the discoverer of <X>,who is the discoverer of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/discoverer> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/discoverer> [] . ?a a <http://dbpedia.org/ontology/Place> }
disease,disease,Disease,,,,,what is the disease of <X>,what is the disease of <X>,,
distance,distance,Length,,,http://dbpedia.org/ontology/distance,2670,what is the distance of <X>,what is the distance of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/distance> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/distance> [] . ?a a <http://dbpedia.org/ontology/Place> }
distributor,distributor,Organisation,1,,http://dbpedia.org/ontology/distributor,68036,what is the distributor of <X>,who is the distributor of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/distributor> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/distributor> [] . ?a a <http://dbpedia.org/ontology/Place> }
district,district,PopulatedPlace,1,,http://dbpedia.org/ontology/district,47332,what is the district of <X>,what is the district of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/district> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/district> [] . ?a a <http://dbpedia.org/ontology/Place> }
division,division,owl:Thing,1,,http://dbpedia.org/ontology/division,68235,what is the division of <X>,what is the division of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/division> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/division> [] . ?a a <http://dbpedia.org/ontology/Place> }
documentDesignation,String designation of the WrittenWork describing the resource,xsd:string,0.5,omit subwords and of,,,what is the String designation of the WrittenWork describing the resource of <X>,what is the String designation of the WrittenWork describing <X>,,
draft,draft,xsd:string,1,,http://dbpedia.org/ontology/draft,10063,what is the draft of <X>,what is the draft of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/draft> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/draft> [] . ?a a <http://dbpedia.org/ontology/Place> }
draftYear,draft year,xsd:gYear,,,http://dbpedia.org/ontology/draftYear,24521,what is the draft year of <X>,what is the draft year of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/draftYear> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/draftYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
drugbank,DrugBank,xsd:string,,,http://dbpedia.org/ontology/drugbank,1637,what is the DrugBank of <X>,what is the DrugBank of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/drugbank> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/drugbank> [] . ?a a <http://dbpedia.org/ontology/Place> }
duration,duration,Time,1,,http://dbpedia.org/ontology/duration,57,what is the duration of <X>,what is the duration of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/duration> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/duration> [] . ?a a <http://dbpedia.org/ontology/Place> }
dynasty,dynasty,owl:Thing,,,,,what is the dynasty of <X>,what is the dynasty of <X>,,
eastPlace,east place,Place,0.8,,,,what is the east place of <X>,where is the east place of <X>,,
editor,editor,Agent,,,http://dbpedia.org/ontology/editor,5557,what is the editor of <X>,what is the editor of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/editor> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/editor> [] . ?a a <http://dbpedia.org/ontology/Place> }
einecsNumber,EINECS number,xsd:string,,,,,what is the EINECS number of <X>,what is the EINECS number of <X>,,
electionMajority,election majority,xsd:nonNegativeInteger,,,http://dbpedia.org/ontology/electionMajority,2055,what is the election majority of <X>,what is the election majority of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/electionMajority> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/electionMajority> [] . ?a a <http://dbpedia.org/ontology/Place> }
elementAbove,element above,ChemicalSubstance,0.5,omit of,,,what is the element above of <X>,what is the element above <X>,,
elevation,elevation,Length,,,http://dbpedia.org/ontology/elevation,247824,what is the elevation of <X>,what is the elevation of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/elevation> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/elevation> [] . ?a a <http://dbpedia.org/ontology/Place> }
elevationQuote,elevation quote,xsd:string,,,http://dbpedia.org/ontology/elevationQuote,2,what is the elevation quote of <X>,what is the elevation quote of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/elevationQuote> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/elevationQuote> [] . ?a a <http://dbpedia.org/ontology/Place> }
endOccupation,end occupation,xsd:string,,,,,what is the end occupation of <X>,what is the end occupation of <X>,,
endPoint,end point,Place,0.6,,http://dbpedia.org/ontology/endPoint,217,what is the end point of <X>,where is the end point of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/endPoint> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/endPoint> [] . ?a a <http://dbpedia.org/ontology/Place> }
endYear,end year,xsd:gYear,,,,,what is the end year of <X>,what is the end year of <X>,,
endangeredSince,endangered since,xsd:date,,,,,what is the endangered since of <X>,what is the endangered since of <X>,,
engineer,engineer,Person,,,http://dbpedia.org/ontology/engineer,152,what is the engineer of <X>,what is the engineer of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/engineer> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/engineer> [] . ?a a <http://dbpedia.org/ontology/Place> }
era,era,owl:Thing,,,http://dbpedia.org/ontology/era,1323,what is the era of <X>,what is the era of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/era> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/era> [] . ?a a <http://dbpedia.org/ontology/Place> }
ethnicGroupsInYear,ethnic groups in year,xsd:gYear,,,http://dbpedia.org/ontology/ethnicGroupsInYear,120,what is the ethnic groups in year of <X>,what is the ethnic groups in year of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/ethnicGroupsInYear> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/ethnicGroupsInYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
event,event,Event,,,http://dbpedia.org/ontology/event,861,what is the event of <X>,what is the event of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/event> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/event> [] . ?a a <http://dbpedia.org/ontology/Place> }
eventDate,event date,xsd:date,,,,,what is the event date of <X>,what is the event date of <X>,,
executiveProducer,executive producer,Person,,,http://dbpedia.org/ontology/executiveProducer,12377,what is the executive producer of <X>,what is the executive producer of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/executiveProducer> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/executiveProducer> [] . ?a a <http://dbpedia.org/ontology/Place> }
exhibition,exhibition,xsd:string,,,,,what is the exhibition of <X>,what is the exhibition of <X>,,
existence,existence,owl:Thing,,,,,what is the existence of <X>,what is the existence of <X>,,
extinctionDate,extinction date,xsd:date,,,http://dbpedia.org/ontology/extinctionDate,2183,what is the extinction date of <X>,what is the extinction date of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/extinctionDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/extinctionDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
failedLaunches,failed launches,xsd:nonNegativeInteger,,,http://dbpedia.org/ontology/failedLaunches,200,what is the failed launches of <X>,what is the failed launches of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/failedLaunches> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/failedLaunches> [] . ?a a <http://dbpedia.org/ontology/Place> }
fauna,fauna,xsd:string,,,,,what is the fauna of <X>,what is the fauna of <X>,,
fdaUniiCode,FDA UNII code,xsd:string,,,http://dbpedia.org/ontology/fdaUniiCode,3925,what is the FDA UNII code of <X>,what is the FDA UNII code of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/fdaUniiCode> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/fdaUniiCode> [] . ?a a <http://dbpedia.org/ontology/Place> }
feastDay,feast day - holiday,what is the feast day of <X>,,,http://dbpedia.org/ontology/feastDay,28,what is the feast day of <X>,,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/feastDay> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/feastDay> [] . ?a a <http://dbpedia.org/ontology/Place> }
fighter,fighter,xsd:string,,,,,what is the fighter of <X>,what is the fighter of <X>,,
filmPolskiId,FilmPolski.pl id,xsd:string,,,,,what is the FilmPolski.pl id of <X>,what is the FilmPolski.pl id of <X>,,
firstLeader,firstLeader,Person,,,http://dbpedia.org/ontology/firstLeader,3299,what is the firstLeader of <X>,what is the firstLeader of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/firstLeader> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/firstLeader> [] . ?a a <http://dbpedia.org/ontology/Place> }
firstOwner,first owner,Agent,,,,,what is the first owner of <X>,what is the first owner of <X>,,
firstPlace,first place,xsd:string,,,,,what is the first place of <X>,what is the first place of <X>,,
firstPopularVote,firstPopularVote,Person,,,http://dbpedia.org/ontology/firstPopularVote,21,what is the firstPopularVote of <X>,what is the firstPopularVote of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/firstPopularVote> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/firstPopularVote> [] . ?a a <http://dbpedia.org/ontology/Place> }
flag,flag (image),xsd:string,,,http://dbpedia.org/ontology/flag,411,what is the flag (image) of <X>,what is the flag (image) of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/flag> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/flag> [] . ?a a <http://dbpedia.org/ontology/Place> }
flagBorder,flag border,xsd:string,,,,,what is the flag border of <X>,what is the flag border of <X>,,
flagLink,flag Link,xsd:string,,,,,what is the flag Link of <X>,what is the flag Link of <X>,,
floodingDate,flooding date,xsd:date,,,http://dbpedia.org/ontology/floodingDate,16,what is the flooding date of <X>,what is the flooding date of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/floodingDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/floodingDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
flora,flora,xsd:string,,,,,what is the flora of <X>,what is the flora of <X>,,
flower,flower,Species,,,,,what is the flower of <X>,what is the flower of <X>,,
foaf:based_near,based near,owl:Thing,,,,,what is the based near of <X>,what is the based near of <X>,,
foaf:depiction,depiction from http://xmlns.com/foaf/spec/#term_depiction,Image,,,http://xmlns.com/foaf/0.1/depiction,1698618,what is the depiction from http://xmlns.com/foaf/spec/#term_depiction of <X>,what is the depiction from http://xmlns.com/foaf/spec/#term_depiction of <X>,SELECT ?x WHERE { <X> <http://xmlns.com/foaf/0.1/depiction> ?x },SELECT ?a WHERE { ?a <http://xmlns.com/foaf/0.1/depiction> [] . ?a a <http://dbpedia.org/ontology/Place> }
foaf:familyName,family name,rdf:langString,,,http://xmlns.com/foaf/0.1/familyName,20,what is the family name of <X>,what is the family name of <X>,SELECT ?x WHERE { <X> <http://xmlns.com/foaf/0.1/familyName> ?x },SELECT ?a WHERE { ?a <http://xmlns.com/foaf/0.1/familyName> [] . ?a a <http://dbpedia.org/ontology/Place> }
foaf:gender,gender,xsd:string,,,http://xmlns.com/foaf/0.1/gender,1418209,what is the gender of <X>,what is the gender of <X>,SELECT ?x WHERE { <X> <http://xmlns.com/foaf/0.1/gender> ?x },SELECT ?a WHERE { ?a <http://xmlns.com/foaf/0.1/gender> [] . ?a a <http://dbpedia.org/ontology/Place> }
foaf:givenName,given name,rdf:langString,,,http://xmlns.com/foaf/0.1/givenName,1175375,what is the given name of <X>,what is the given name of <X>,SELECT ?x WHERE { <X> <http://xmlns.com/foaf/0.1/givenName> ?x },SELECT ?a WHERE { ?a <http://xmlns.com/foaf/0.1/givenName> [] . ?a a <http://dbpedia.org/ontology/Place> }
foaf:img,image,owl:Thing,,,,,what is the image of <X>,what is the image of <X>,,
foaf:isPrimaryTopicOf,A document that this thing is the primary topic of.,foaf:Document,,,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,12845234,what is the A document that this thing is the primary topic of. of <X>,what is the A document that this thing is the primary topic of. of <X>,SELECT ?x WHERE { <X> <http://xmlns.com/foaf/0.1/isPrimaryTopicOf> ?x },SELECT ?a WHERE { ?a <http://xmlns.com/foaf/0.1/isPrimaryTopicOf> [] . ?a a <http://dbpedia.org/ontology/Place> }
foaf:logo,logo,owl:Thing,,,http://xmlns.com/foaf/0.1/logo,116,what is the logo of <X>,what is the logo of <X>,SELECT ?x WHERE { <X> <http://xmlns.com/foaf/0.1/logo> ?x },SELECT ?a WHERE { ?a <http://xmlns.com/foaf/0.1/logo> [] . ?a a <http://dbpedia.org/ontology/Place> }
foaf:mbox,Email address (mbox),xsd:string,,,,,what is the Email address (mbox) of <X>,what is the Email address (mbox) of <X>,,
foaf:name,name,rdf:langString,,,http://xmlns.com/foaf/0.1/name,4146581,what is the name of <X>,what is the name of <X>,SELECT ?x WHERE { <X> <http://xmlns.com/foaf/0.1/name> ?x },SELECT ?a WHERE { ?a <http://xmlns.com/foaf/0.1/name> [] . ?a a <http://dbpedia.org/ontology/Place> }
foaf:nick,nickname,rdf:langString,,,http://xmlns.com/foaf/0.1/nick,52506,what is the nickname of <X>,what is the nickname of <X>,SELECT ?x WHERE { <X> <http://xmlns.com/foaf/0.1/nick> ?x },SELECT ?a WHERE { ?a <http://xmlns.com/foaf/0.1/nick> [] . ?a a <http://dbpedia.org/ontology/Place> }
foaf:page,A page or document about this thing.,foaf:Document,,,http://xmlns.com/foaf/0.1/page,4055,what is the A page or document about this thing. of <X>,what is the A page or document about this thing. of <X>,SELECT ?x WHERE { <X> <http://xmlns.com/foaf/0.1/page> ?x },SELECT ?a WHERE { ?a <http://xmlns.com/foaf/0.1/page> [] . ?a a <http://dbpedia.org/ontology/Place> }
foaf:phone,Telephone (phone) number,xsd:string,,,,,what is the Telephone (phone) number of <X>,what is the Telephone (phone) number of <X>,,
foaf:surname,surname,rdf:langString,,,http://xmlns.com/foaf/0.1/surname,890728,what is the surname of <X>,what is the surname of <X>,SELECT ?x WHERE { <X> <http://xmlns.com/foaf/0.1/surname> ?x },SELECT ?a WHERE { ?a <http://xmlns.com/foaf/0.1/surname> [] . ?a a <http://dbpedia.org/ontology/Place> }
